key,title,year,authors,reviewer1_decision,ai_decision,ai_reason,agreement
rayyan-486160811,Percutaneous Arterial Closure for Inadvertent Subclavian Artery Cannulation During Central Venous Catheterization: A Case Report,,Zi G. and Zhu G.-F.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160812,Clinical efficacy of a thermosensitive embolic agent for the treatment of pediatric renal vascular hypertension due to renal artery branch stenosis in,,Wang Y. and Liu X. and Cheng J. and Li D. and Liu Y.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160813,Efficacy of ultrasound guided venous cannulation positioning during venous-arterial extracorporeal membrane oxygenation,,Sun Y. and Huang C. and Ou W. and Liu Z. and Sun G. and Zhang X. and Chen X. and,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160814,"COVID-19 and vascular access: Evidence and lessons for improving the standard of care, a scoping review",,Celano R. and Urso F. and Bartoli A. and Meschia A. and Masseroli M.M. and Cirig,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160815,VASOPRESSOR ADMINISTRATION THROUGH PERIPHERAL VENOUS CATHETERS AND RISK FACTORS FOR EXTRAVASATION,,Koscal L. and Carr C. and Hicks A.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160816,A SNAP IN THE SYSTEM: A CASE OF SPONTANEOUS RADIAL ARTERIAL LINE FRACTURE,,Inman B. and Tweedie C. and Vo M.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160817,Does occluded Internal Jugular Vein (IJV) always mandate subclavian vein puncture or referral for more complex procedures? “Ultrasound (US)-guided Bra,,Hemanth Kumar M.K. and Patel M.R. and Prasad N.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160818,Treating shock with norepinephrine administered in midline catheters in an intermediary care unit: A retrospective cohort study,,Karlsson H. and Afrasiabi A. and Ohlsson M. and Månsson V. and Hartman H. and To,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160819,Effectiveness of a Zinc Oxide Adhesive Securement Device in the Fixation of Midline and Peripherally Inserted Central Catheters in Hospitalized Adult ,,,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160820,Safety and Efficacy of Mechanical Thrombectomy Utilizing Reversal Flow,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160821,Is Takotsubo syndrome induced by patent ductus arteriosus occlusion?,,Li S. and Yang S. and Zhou S. and Zhang S. and Li X. and Zhang H. and Ren P. and,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160822,Therapeutic efficacy and in vivo distribution of human umbilical cord-derived mesenchymal stem cell spheroids transplanted via B-Ultrasound-guided per,,Li S. and Fu X. and Wang J. and Yang H. and Wang D. and Dong X. and Duan Y. and ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160823,Case report of the successful treatment of a rare complication of pulmonary vein stenting: atrial rupture and stent detachment,,wei Y. and wei Q. and ziyang Z. and fajiu L.,EXCLUDE,EXCLUDE,Non-eligible publication type,AGREE
rayyan-486160824,"Clinical evaluation of the PowerGlide Pro midline catheter– dwell time, complications and outcomes for various medications including prostaglandins",,Souri Y. and Hernandez Cancino E.F. and Kerndl H. and Hyhlik-Duerr A. and Gossla,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160825,Open Seldinger Technique in Peripheral Cannulation Strategy for Minimally Invasive Cardiac Surgery,,Sicim H. and Çaynak B.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160826,Transcervical occlusion of atrial septal defect complicating with absence of hepatic segment of inferior vena cava in a patient with dextrocardia,,Xiao J.-W. and Wang Z.-C. and Geng J.-S. and Wang J.-M. and Wang Q.-G.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160827,Central Venous Catheter vs Midline in Difficulty Access Patient - A Randomized Controlled Clinical Pilot Trial - Pilot-ACCESS-D,,,EXCLUDE,INCLUDE,USG vs landmark PIVC with post-insertion outcomes,DISAGREE
rayyan-486160828,Pseudo-tunneling procedure: An easy technique for insertion of PICCs and Midline catheters in patients with small veins of the arm,,Benvenuti S. and Porteri E. and Ceresoli R. and Pintossi C. and Annovazzi C. and,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160829,The Midline Catheter Within the Context of Home Intravenous Antibiotic Treatment,,Cabrero E.L. and Robledo R.T. and Cuñado A.C. and Sardelli D.G. and Huerta C.M. ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160830,"Artificial Intelligence, Ultrasound, and the Future of Peripheral Intravenous Catheter Care",,Johnson S. and Wiepking M. and Bahl A.,EXCLUDE,INCLUDE,USG vs landmark PIVC with post-insertion outcomes,DISAGREE
rayyan-486160831,"Superior Ultrasound-Guided Venous Access: Single-Lumen Midline Catheters Vs Long Peripheral IVs for Difficult IV Access in the Emergency Department, a",,,EXCLUDE,INCLUDE,USG vs landmark PIVC with post-insertion outcomes,DISAGREE
rayyan-486160832,Implementation of Ultrasound-Guided Cannulation Training Across Eight NHSBT Therapeutic Apheresis Units in England,,Putensen D. and Ntakirutimana S. and Lyon M. and Audsley B. and Newbound N.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160833,Time-course atherogenic blood lipid response to statin discontinuation in dyslipidemic adults,,Alvarez-Jimenez L. and Morales-Palomo F. and Moreno-Cabañas A. and Mora-Gonzalez,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160834,Residual Ultrasound-Enhancing Agents Mimicking Portal Venous Gas,,Bitar R. and Langdon J. and Kaur M. and Crandall I. and Mcnamara R. and Revzin M,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160835,UltraSound guided PEripheral Catheterization increases first-atTempt success RAte in hospitalized patients when compared with conventional technique: ,,Hansel L.A. and Junges M. and Santos M.S. and Hirakata V.N. and do Nascimento R.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160836,Sanhuang ointment prolongs indwelling time and promotes vein injury repair in patients receiving intravenous infusion via peripheral venous indwelling,,Zhang Y. and Li Y. and Zhou H. and Dong P. and Zhang Z. and Zhang X. and Li L. a,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160837,Recanalization of chronic total venous occlusion using an IVUS- guided re-entry device,,Sobotta C. and Hesse A. and Cornelsen S. and Torsello G.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160838,The efficacy of the novel “wall pierce” technique for common femoral access in endovascular therapy,,Mori S. and Kobayashi N. and Tsutsumi M. and Ito Y.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160839,"Incidence, Factors Associated and Outcomes of Central Venous Catheter-Related Thrombosis in Critically Ill Patients, a Prospective Cohort Study",,,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160840,Catheter-related bloodstream infection caused by Lacticaseibacillus paracasei: A case report and literature review,,Fukuda Y. and Morioka H. and Yamamoto S. and Iguchi M. and Umeda S. and Asahara ,EXCLUDE,EXCLUDE,Non-eligible publication type,AGREE
rayyan-486160841,Comparison of Dialysis Catheter Insertion and Complications Under Ultrasound Guidance with or without Fluoroscopic Assistance: A Randomized Study,,Konnepati S. and Sethi J. and Lal A. and Ramachandran R. and Rathi M.,EXCLUDE,EXCLUDE,Not about PIVC,AGREE
rayyan-486160842,Peripheral Venous Pressure-Guided Decongestive Therapy in Heart Failure 2,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160843,Difficult Venous Access in Pediatric Patients: Paramedical Care Using Ultrasound Guidance,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160844,Rib fracture as a cause of hindlimb lameness in a horse,,Jimenez-Rihuete P. and Staempfli S.A. and Waterhouse M. and Rubio-Martínez L.M.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160845,Beyond traditional venous access: Midline catheter use in pediatric apheresis,,Geile K. and Barton K. and Dandamudi R.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160846,A Modified Switching Procedure from Temporary to Tunneled Central Venous Dialysis Catheters,,Eberhard J. and Bedau C. and Chapple A.G. and Klein J. and Reissfelder C. and Ka,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160847,Development and Validation of a Nomogram of Persistent Pulmonary Hypertension in Adult Pretricuspid Shunts After Correction,,Zhou Z. and Gu Y. and Tian L. and Zheng H. and Li S.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160848,Leadless pacemaker infection: Usefulness of positron emission tomography/computed tomography,,Fukuoka R. and Yada H. and Nakayama T. and Kawamura A.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160849,Catheter salvage or removal in catheter-related bloodstream infections with Staphylococcus aureus in children with chronic intestinal failure receivin,,Demirok A. and Illy D.H.C. and Nagelkerke S.Q. and Lagerweij M.F. and Benninga M,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160850,Safety observation of antiarrhythmic drug use in a patient with sinus bradycardia following atrial fibrillation radiofrequency ablation combined with ,,Zhang Q. and Shi F. and Song B. and Bao Y. and Cao Y.,EXCLUDE,EXCLUDE,Non-eligible publication type,AGREE
rayyan-486160851,Letter in response to a recent article by Zhang et al.([1]),,Perego M. and Calloni M. and Taino A. and Cogliati C. and Gidaro A.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160852,Vascular access device type for systemic anti-cancer therapies in cancer patients: A scoping review,,Duggan C. and Hernon O. and Dunne R. and McInerney V. and Walsh S.R. and Lowery ,EXCLUDE,EXCLUDE,Systematic review/meta-analysis,AGREE
rayyan-486160853,A unique case of recurrent venous thromboembolism in severe factor XIII deficiency,,Van Vulpen L.F.D. and Croles F.N. and Schutgens R.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160854,Applicability and feasibility of intraprocedural tip location of femorally inserted central catheters by transhepatic ultrasound visualization of the ,,Annetta M.G. and Marche B. and Giarretta I. and Pittiruti M.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160855,Infusion Therapy: The PIVCs Have It,,Berndt D.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160856,Ultrasound-Guided Venous Axillary Access Versus Standard Fluoroscopic Technique for Cardiac Lead Implantation: ZEROFLUOROAXI Randomized Trial,,Vitali F. and Malagù M. and Bianchi N. and De Raffele M. and Manfrini M. and Gib,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160857,Kinematic Fluoroscopy for Pacemaker Lead Placement,,Solomianko M. and Thompson L. and Marcus M.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160858,Anesthetic Management of Middle Aortic Syndrome in an Adult: A Case Report,,Senozan S.K. and Clarke A. and Abraham A.S. and Skubas N.J. and Maldonado Y.,EXCLUDE,EXCLUDE,Non-eligible publication type,AGREE
rayyan-486160859,Combined transhepatic and transsplenic recanalization of chronic splenic vein occlusion to treat left-sided portal hypertension: A cases report,,Liang J. and Feng X. and Peng M. and Duan J.-T. and Chen Y.-Y. and Zhu J.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160860,Use of Covered Stents in Cannulation Sites as a Last Option to Salvage Failing Vascular Access,,"Drouven J.W. and Bruin C.D. and van Roon, PhD A.M. and Ozyilmaz A. and Oldenziel",EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160861,"Effects of Cross-sex Hormone Treatment on Cardiac Function, Myocardial and Hepatic Fat Content, Its (Anti)-Atherogenic Implications and Effects on the",,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160862,Pan-Immune-Inflammation Value Is Independently Correlated to Impaired Coronary Flow After Primary Percutaneous Coronary Intervention in Patients With ,,Şen F. and Kurtul A. and Bekler Ö.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160863,Cephalic Vein Cut-Down Method for Totally Implantable Venous Access Ports: A Single-Institution Experience,,Hataoka T. and Sanmoto Y. and Kinuta S.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160864,Techniques for portal vein targeting during a transjugular intrahepatic portosystemic shunt,,Laney D. and Ferral H. and Fairchild A. and Üstünsöz B.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160865,Case report: Chylopericardium secondary to dialysis catheter related jugular venous thrombosis in two dogs receiving long-term hemodialysis,,Woerde D.J. and Palm C.A. and Duler L.M. and Cowgill L.D. and Ames M.K. and Culp,EXCLUDE,EXCLUDE,Non-eligible publication type,AGREE
rayyan-486160866,Should we routinely use ultrasound-guided transfemoral access for coronary procedures? High-quality evidence from an individual participant data meta-,,Gargiulo G. and Giacoppo D.,EXCLUDE,EXCLUDE,Systematic review/meta-analysis,AGREE
rayyan-486160867,The Outcomes of Peripherally Inserted Central Catheter (PICC) Insertion in Pediatric Patients at Siriraj Hospital,,Wongchompoo N. and Kasikan K. and Sawasdiwipachai P.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160868,Animal Experimental Study of Bioabsorbable Left Atrial Appendage Occluder,,Zhao T. and Diao F. and Zhang Z. and Liu C. and Chen Y. and Bai Y. and Guo Z. an,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160869,Neutrophil extracellular traps and citrullinated fibrinogen contribute to injury in a porcine model of limb ischemia and reperfusion,,Zollet V. and Arenas Hoyos I. and Hirsiger S. and Brahim B.B. and Petrucci M.F. ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160870,Procedural Complications of Central Venous Catheter Placement in Pediatric Oncology Practice (a Clinical Case Series),,Shchukin V.V. and Leonov N.P. and Spiridonova E.A. and Selivanov V.V. and Dergun,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160871,Six years’ experience in Mexico with the use of mechanical-ablative procedures,,Contreras Cisneros F. and Vega Rasgado F. and Serralde Gallegos J. and Vega Rasg,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160872,Pan-Immune-Inflammatory Value is Superior to Other Inflammatory Indicators in Predicting Inpatient Major Adverse Cardiovascular Events and Severe Coro,,Yang L. and Guo J. and Chen M. and Wang Y. and Li J. and Zhang J.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160873,"Clinical, ultrasonographic and pathological aspects of iatrogenic thrombophlebitis in a mare – case report",,Serruya A. and Barbosa C.C. and Ferreira T.T.A. and Teixeira P.P.M. and Barbosa ,EXCLUDE,EXCLUDE,Non-eligible publication type,AGREE
rayyan-486160874,A retrospective look at peripheral intravenous catheter (PIVC) Dwell Times in Pediatric Population,,Wiseman K.M. and Berbert L. and Degrazia M. and Pilcher J. and Forbes P.W. and R,EXCLUDE,INCLUDE,USG vs landmark PIVC with post-insertion outcomes,DISAGREE
rayyan-486160875,ULTRASOUND ASSESSMENT OF PERIPHERAL INTRAVENOUS CATHETER FAILURE,,Bartoli A. and Rizzi G. and Donadoni M. and Cava L.L. and Quici M. and Martini E,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160876,Intra-pocket ultrasound-guided axillary vein puncture vs. cephalic vein cutdown for cardiac electronic device implantation: the ACCESS trial,,Charles P. and Ditac G. and Montoy M. and Thenard T. and Courand P.-Y. and Lante,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160877,Different techniques of venous access for CIEDs: advantages and disadvantages,,Brignole M. and Deharo J.-C.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160878,Surgical strategies to address re-operative complex left ventricular outflow tract and thoracic aortic pathology: Cleveland Clinic children's experien,,Tucker D.L. and Lee L.J. and Ahmad M. and Shaheen N. and Gupta S. and Najm H.K. ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160879,Predictive Factors for Infusion Site Induration After Outpatient Chemotherapy in Japan: A Secondary Analysis,,Abe-Doi M. and Murayama R. and Morita K. and Nakagami G. and Sanada H.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160880,Successful use of daptomycin and cefazolin in a case of persistent bacteremia caused by community acquired-methicillin resistant Staphylococcus aureus,,Fica A. and Chomali P.R. and Ojeda J. and Galarce N. and Hormazabal J.C. and Fer,EXCLUDE,EXCLUDE,Non-eligible publication type,AGREE
rayyan-486160881,Balloon-guided subclavian puncture via the median cubital vein for the axillary vein spasm during cardiac electronic device implantation,,Göçer K. and Balcioǧlu A.S. and Kaniyolu M.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160882,Midline Compared with Peripheral Intravenous Catheters for Therapy of 4 Days or Longer in Pediatric Patients: A Randomized Clinical Trial,,Kleidon T.M. and Gibson V. and Cattanach P. and Schults J. and Royle R.H. and Wa,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160883,Short peripheral intravenous cannula and straight-tip guide wire in ultrasound-guided neonatal central venous catheterization,,Jia H. and Zhang K. and Han J. and Liu Q. and Chen P. and Wang Y. and Huang S.,EXCLUDE,MAYBE,USG vs landmark PIVC comparison but unclear if post-insertion outcomes reported,DISAGREE
rayyan-486160884,The Safety and Effectiveness of the Prostar XL Closure Device Compared to Open Groin Cutdown for Endovascular Aneurysm Repair,,Hahl T. and Karvonen R. and Uurto I. and Protto S. and Suominen V.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160885,35 Improving Adherence to Best Practices and Clinical Outcomes in Difficult Intravenous Access Patients,,Zimmerman T. and Mielke N. and Bahl A.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160886,A SERIOUS COMPLICATION OF NOREPINEPHRINE INFUSION VIA PERIPHERAL INTRAVENOUS ACCESS WITH SUCCESSFUL TREATMENT,,Mayo-Malasky H. and Mayo P.H.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160887,INTRAOSSEOUS-INDUCED FOUR-COMPARTMENT SYNDROME,,Barsoum A. and Y. Kim A. and Cherng D.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160888,LET'S MEET IN THE MIDDLE,,Damico T. and Durand P. and Patel R. and Scatena R.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160889,A CASE OF PAGET-SCHROETTER SYNDROME WITH PULMONARY EMBOLISM SECONDARY TO COMPETITIVE VIDEO GAMING,,Ayaz Ahmed M. and Isha S. and Hossain Eshan S. and Vardar U.F.U.K. and Sun C. an,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160890,"""WHEN SOMETHIN'S NOT RIGHT, IT'S WRONG"": INADVERTENT CANNULATION OF THE RIGHT INTERNAL MAMMARY ARTERY DURING RIGHT INTERNAL JUGULAR CENTRAL VENOUS CAT",,Gonzalez J. and Olson B. and Kitcher A.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160891,Removal of a pulmonary artery foreign body during pulse ablation in a patient with atrial fibrillation: A case report,,Yan R. and Lei X.-Y. and Li J. and Jia L.-L. and Wang H.-X.,EXCLUDE,EXCLUDE,Non-eligible publication type,AGREE
rayyan-486160892,"Ultrasound-guided Subclavian Venous Catheterization. A Randomized, Single-blind, Controlled Superiority Trial Comparing Standard Ultrasound Guidance a",,,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160893,Venous occlusion after incidental edge-to-edge suturing of a venous valve using suture-mediated closure devices,,Ogawa K. and Yamasaki H. and Imai A. and Mitomi K. and Nogami A. and Ieda M.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160894,Nonsteroidal anti-inflammatory drug with a local anesthetic compared to nonsteroidal anti-inflammatory drug alone significantly reduce the pain associ,,Gawron I. and Baran R. and Zmaczynski A. and Babczyk D. and Jach R. and Pietrus ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160895,Hemodynamic and Functional Characteristics of the Cerebral Circulation in Obesity,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160896,IR management of portal hypertension complications,,Gogna A. and Tan H.K. and Too C.W. and Chang Pik Eu J.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160897,A Report of Penile Mondor’s Disease After Mechanochemical Ablation and Adjunct Foam Sclerotherapy of Bilateral Lower Extremity Truncal Incompetence,,Foley M.P. and Westby D. and Walsh S.R.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160898,Ultrasound-guided percutaneous laser ablation of tributary varicose veins using a slim-type radial fiber,,Utoh J. and Tsukamoto Y.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160899,Advancing the understanding of catheter-related thrombosis in critically ill patients step by step,,Wu C. and Zhang M. and Gu W. and Xu S. and Lu Q.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160900,Comparison of extravasation events related to the peripheral administration of vasopressors prior to and following implementation of an institutional ,,Fabick A.C. and Hawn J.M. and Barwick K.W. and Weeda E.R. and Goodwin A.J. and B,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160901,NOT A CONTAMINANT: A CASE OF S. EPIDERMIDIS BACTEREMIA WITH ENDOCARDITIS AND ABSCESS FORMATION,,Ezratty C. and Nanni M. and Hermansen R.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160902,GHOST BLOOD-A NOVEL FLUID for VISUAL MONITORING of COAGULATION in AN OCCLUSION SYSTEM,,Hefer P. and Schuermann B.J. and Luisi C. and Yin X. and Steinseifer U. and Seda,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160903,Dual ultrasound-guided totally implantable venous access ports via the right internal jugular vein in pediatric patients with cancer: a preliminary ex,,Deng X.B. and Peng L. and Zhang J. and Kong X. and Zhao Z. and Wang S. and Li C.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160904,"Safety, feasibility, and early efficacy of the water-specific 1940-nm laser wavelength for ablation of saphenous incompetence",,Keo H.H. and Somma C. and Regli C. and Staub D. and Diehm N. and Lindenberg J. a,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160905,Pulsed field ablation based pulmonary vein isolation utilizing a simplified approach,,Tilz R.R.T. and Feher M.F. and Kirstein B.K. and Vogler J.V. and Eitel C.E. and ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160906,Percutaneous Anastomosis Creation for Hemodialysis Access,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160907,Clinical Evaluation of the PowerGlide™ Pro Midline Catheter,,,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160908,The PIV5Rights Safety and Quality Bundle,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160909,Catheterization of PICC through a superficial femoral vein for patients with superior vena cava syndrome using ECG positioning and ultrasound-guided t,,Xiao W. and Lin Q. and Chen S. and Li S. and Lin C. and Su S. and You X.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160910,The Effect of Exercise on Endothelin 1 Level in Patients With Pulmonary Hypertension,,Abbasi M.A. and Albulushi A. and Dhar K. and Lowes B. and Zolty R.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160911,"Incidence, complications, and costs of peripheral venous catheter-related bacteraemia: a retrospective, single-centre study",,Drugeon B. and Guenezan J. and Pichon M. and Devos A. and Fouassin X. and Neveu ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160912,The Impact of Peripheral Intravenous Catheter Insertion Technique and Catheter-to-Vein Ratio on Postinsertion Failure,,Leroux S. and Deaner T. and Wasser T. and Huey C. and Carr B. and Howard A. and ,INCLUDE,MAYBE,USG vs landmark PIVC comparison but unclear if post-insertion outcomes reported,AGREE
rayyan-486160913,Left gastric vein embolization during TIPS placement for acute variceal bleeding has no effect on bleeding recurrence: Results of a multicenter study,,Calame P. and Rostam M. and d'Alteroche L. and Malakhia A. and Cervoni J.-P. and,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160914,Hemolyzed Lab Specimens in the Emergency Room: An Underappreciated but Frequent Problem,,Calleja R. and Bahl A. and Mielke N.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160915,Evaluation of the Efficacy and Safety of Midline Venous Catheters,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160916,TO TUNNEL OR NOT TO TUNNEL A CATHETER FOR KIDNEY REPLACEMENT THERAPY IN THE MEDICAL ICU - ROLE OF AN ADVANCED HEMODIALYSIS VASCULAR ACCESS TEAM,,Sohail M.A. and Hanane T. and Lane J. and Vachharajani T.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160917,Do Arterial and Venous Diameter Predict the Success of Wrist Radiocephalic Arteriovenous Fistula for Haemodialysis?: A Prospective Interventional Stud,,Agrawal N.K. and Huded V. and Shankar H.K. and Majumdar S. and Singh S.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160918,Rapid Assessment of Vascular Exit Site and Tunneling Options (RAVESTO): A new decision tool in the management of the complex vascular access patients,,Ostroff M.D. and Moureau N. and Pittiruti M.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160919,Contrast enhanced ultrasound as a new tool to estimate the performance of midline catheters in the single patient,,Gidaro A. and Casella F. and Lugli F. and Cogliati C. and Calloni M. and Samarti,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160920,Direct Puncture of the Left Gastric Vein for Glue Embolization of Gastric Varices Associated with Sinistral Portal Hypertension,,Koretsune Y. and Sone M. and Arai Y. and Sugawara S. and Kusumoto M. and Higashi,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160921,Comparing the Efficacy and Success Rate of Radial Artery Approach under Ultrasound Guidance and Palpation Technique for Coronary Intervention at Centr,,Thongplung K. and Kanaderm C. and Chantadansuwan T.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
